1.421847953116325315e-02,1.609329704100909359e-03,7.076438186210698769e-03
1.444855233498342287e-02,7.098496382226218053e-04,7.521295985533670188e-03
1.341100389727425610e-02,6.661057171557945543e-04,7.735746080063857395e-03
3.852595371252782747e-03,8.716138932950954783e-04,-4.197258248876278679e-03
2.957527054894385637e-03,1.066127124478077849e-03,-4.343926020887021837e-03
3.490083935060998843e-03,-1.112098726692212404e-04,-4.483541944895541760e-03
-1.868083406337472116e-03,7.128698878040427844e-03,2.036195587520254428e-03
-2.601687744084969951e-03,6.995465103197863639e-03,3.203845622549679646e-03
-3.027468786947993921e-03,7.424100274251865458e-03,2.084050871749419231e-03
2.202398039282198097e-03,-1.293146020620055368e-03,1.925409656607832446e-03
2.669350416945044484e-03,-7.005689346179834204e-04,2.307236999024617208e-03
3.284593811004983804e-03,-1.539643809472432704e-03,2.227730454884752076e-03
-1.655424885377478755e-02,-3.655592687075135544e-03,8.105410251211413175e-03
-1.578623460436109904e-02,-3.099096250309132331e-03,8.617008750858906954e-03
-1.535835058228561360e-02,-3.937009471678073330e-03,8.630251976841097836e-03
2.432388602884644202e-02,4.146318217591577100e-03,-7.288458608062708954e-03
2.298314418468242956e-02,3.663315194424397910e-03,-7.120610018181812266e-03
2.339836699611918744e-02,2.808493474867839942e-03,-7.921504819784704748e-03
7.157788663874207341e-03,2.323738571745580673e-03,-2.746162952609248770e-03
8.129907844026534880e-03,1.664533777838873982e-03,-3.065483494227730712e-03
7.921812239533317090e-03,2.897610454233661217e-03,-2.079302107760953693e-03
1.217005904208213161e-02,-2.081599178750857815e-03,2.819089410134355614e-03
1.338205417974028255e-02,-1.891578524379267752e-03,2.411346941838259268e-03
1.310320083340990767e-02,-1.752687936353892161e-03,3.239508661840773476e-03
1.685519202456446999e-02,5.204850670920084695e-03,-1.081792514868670091e-03
1.750994215544391872e-02,5.512825280924328782e-03,5.451521781383765415e-05
1.653546212968924969e-02,5.441745595199427507e-03,2.253122301614523431e-04
-2.863910707522092890e-03,6.403727540748399734e-03,-3.236986863440811761e-03
-2.178983460279018680e-03,5.562883232618756092e-03,-3.835576835035072168e-03
-1.960103954526458674e-03,6.165104779132317935e-03,-2.720964310355687525e-03
-4.917100637294815647e-03,-5.275585890788849971e-03,-7.796783220654620282e-03
-4.953605822882587405e-03,-4.195551439130989005e-03,-8.270648639348855344e-03
-5.618864645924062824e-03,-4.471439699120462706e-03,-8.838027649796286259e-03
6.535174623945269948e-03,-3.714785201779552447e-04,3.656131677824280609e-03
7.477784613659436974e-03,-4.154933330225365909e-04,3.839529997719689364e-03
7.657328316261604283e-03,-5.226236454612098173e-04,3.060346690908318651e-03
2.592814954397957075e-02,3.894526243321023637e-03,-3.040451855474472082e-03
2.723582454162349134e-02,3.900139303397050488e-03,-3.339295765202528448e-03
2.641867537585885703e-02,4.186405188675035478e-03,-3.915110304827258345e-03
7.090095383350241559e-03,-7.990747914465419488e-03,3.059920743999298954e-04
6.755593026426680997e-03,-8.302507688899153637e-03,1.319599248675544425e-03
8.072945039484084179e-03,-8.139544136600394483e-03,8.237953965551579561e-04
2.838774462690378531e-02,1.305934135415365250e-03,5.658937963952073063e-04
2.941214967439532285e-02,1.221974400773848156e-03,-7.577684953973174873e-04
2.842563893784761514e-02,7.413156159516901380e-04,-2.603814068078181307e-04
1.211737215036804913e-02,-2.234158935106818778e-03,-4.653797427327265902e-03
1.107911551090169991e-02,-1.960808726177743454e-03,-4.386717800158945225e-03
1.131895295541328686e-02,-3.233698775534944118e-03,-4.312720121409942785e-03
-1.011596098637154544e-02,1.320777741764694348e-02,-3.609480438062097427e-03
-1.013749344866523953e-02,1.304945052116251655e-02,-1.845672065715108509e-03
-1.072938437622694176e-02,1.392045604286864212e-02,-2.640112186780394117e-03
-2.214472113692419943e-03,7.181017781660678934e-04,9.507678295335691976e-03
-2.393887116028136676e-03,1.609319998753671243e-03,9.201264571032517076e-03
-1.271861939415148534e-03,1.271312859931616936e-03,9.512759898087938190e-03
-1.773294771333189593e-02,-1.640497940919606427e-03,-5.183312820017845976e-03
-1.783495462466962167e-02,-1.123781033442522751e-03,-4.005164666749981041e-03
-1.801855989901821054e-02,-2.567293851801167367e-03,-4.097554341807085020e-03
-5.436642979565969348e-03,-8.529970557669136130e-03,4.477007663738772139e-03
-6.495796833055943534e-03,-8.809498786074084972e-03,4.045884461888160991e-03
-6.392174110576565732e-03,-8.113724725896229520e-03,5.046786000365335520e-03
2.869070078983033262e-02,4.744535519726413193e-04,-1.130177460693467103e-03
2.762712465028370479e-02,-2.263291366737930929e-05,-5.918708293371232644e-04
-1.866066746826485975e-02,-4.074683039985168773e-03,7.402597240057561196e-04
